id,last_name,gender,ciudad,color,carmodel,shirtsize,currency,pais
968,Jordin,Female,Shezhu,Turquoise,Esperante,2XL,Yuan Renminbi,China
969,Gebbie,Genderqueer,Tanlin,Goldenrod,Mirage,XL,Yuan Renminbi,China
970,Gronowe,Non-binary,Baitu,Teal,62,XS,Yuan Renminbi,China
971,Instock,Female,Fucheng,Teal,Taurus,XS,Yuan Renminbi,China
972,Passfield,Bigender,Baitang,Violet,Sonoma,L,Yuan Renminbi,China
973,Heathorn,Polygender,Wan’an,Orange,Escalade EXT,XS,Yuan Renminbi,China
974,Dallinder,Polygender,Tongshanxiang,Teal,7 Series,2XL,Yuan Renminbi,China
975,Wray,Female,Loma Bonita,Mauv,Talon,3XL,Peso,Mexico
976,Erickssen,Female,Bao’an,Violet,Edge,XS,Yuan Renminbi,China
977,Crippen,Polygender,Longxing,Green,RX-7,XS,Yuan Renminbi,China
978,Jore,Male,Bantian,Teal,TL,3XL,Yuan Renminbi,China
979,Skelhorne,Genderqueer,Hetian,Purple,Rodeo Sport,M,Yuan Renminbi,China
980,McMearty,Polygender,Takeshiken,Teal,Thunderbird,M,Yuan Renminbi,China
981,Writtle,Male,Yijiang,Aquamarine,Canyon,XL,Yuan Renminbi,China
982,Works,Male,Yangping,Fuscia,Savana 2500,XS,Yuan Renminbi,China
983,Korneluk,Bigender,Jingning Chengguanzhen,Crimson,Z4 M,XS,Yuan Renminbi,China
984,Calles,Non-binary,Shunyi,Puce,Accord,3XL,Yuan Renminbi,China
985,Loughran,Non-binary,Shiniu,Green,Montana,XS,Yuan Renminbi,China
986,Foxworthy,Agender,Jianghai,Goldenrod,L300,2XL,Yuan Renminbi,China
987,Pococke,Non-binary,Taishan,Khaki,Carens,2XL,Yuan Renminbi,China
988,Popelay,Genderfluid,Siyang,Blue,GTO,S,Yuan Renminbi,China
989,Michallat,Genderqueer,Huishi,Pink,ES,XS,Yuan Renminbi,China
990,Royds,Non-binary,Lazaro Cardenas,Turquoise,Grand Marquis,S,Peso,Mexico
991,Yurocjkin,Bigender,Jiushe,Green,Elan,M,Yuan Renminbi,China
992,Brixey,Agender,Tielong,Yellow,Eclipse,XL,Yuan Renminbi,China
993,Bowsher,Non-binary,Tongzha,Puce,DeVille,XL,Yuan Renminbi,China
994,Pea,Genderfluid,Beiyuan,Yellow,A6,2XL,Yuan Renminbi,China
995,Pittway,Agender,Leyuan,Purple,Grand Am,S,Yuan Renminbi,China
996,Ditter,Female,Gaowu,Blue,Accent,XS,Yuan Renminbi,China
997,Minichillo,Bigender,Laibin,Purple,Explorer,2XL,Yuan Renminbi,China
998,Fayerman,Bigender,Quanzhou,Indigo,Mazda6,XL,Yuan Renminbi,China
999,Thursby,Non-binary,Fenglin,Red,Tiburon,M,Yuan Renminbi,China
1000,Schwier,Agender,Pu’an,Crimson,LS,M,Yuan Renminbi,China
